,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100
ebeAdd,0.0,0.0,0.0,0.05050505050505051,0.0,0.0,0.0,0.11458333333333337,0.2023809523809521,0.1037037037037038,0.10699588477366262,0.21333333333333282,0.08585858585858586,0.08585858585858586,0.1180555555555556,0.10935672514619883,0.0966183574879228,0.0,0.0,0.0987654320987656,0.0,0.0,0.09465020576131691,0.10526315789473684,0.0,0.13492063492063489,0.13492063492063489,0.0,0.04830917874396133,0.8950617283950651,0.8425925925925958,0.8425925925925958,0.8425925925925958,0.0590277777777778,0.10802469135802469,0.10802469135802469,0.0590277777777778,0.0,0.1091503267973855,0.09523809523809523,0.125925925925926,0.17708333333333318,0.07264957264957264,0.1180555555555556,0.10219017094017072,0.06746031746031746,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484836,0.0,0.06746031746031746,0.0,0.04894179894179894,0.05034722222222224,0.0,0.13492063492063489,0.07264957264957264,0.06296296296296294,0.0,0.1180555555555556,0.07264957264957264,0.05476699226699229,0.0,0.09909909909909898,0.09941520467836257,0.07870370370370369,0.09444444444444441,0.055555555555555525,0.0,0.05448051948051949,0.05076628352490425,0.04909560723514209,0.04629629629629628,0.09523809523809512,0.07264957264957264,0.0,0.0,0.0,0.0,0.04861111111111112,0.08585858585858586,0.04882154882154881,0.0,0.08585858585858586,0.0,0.06296296296296294,0.10526315789473684,0.09764309764309775,0.0,0.09846688794057203,0.1180555555555556,0.09523809523809523,0.11111111111111116,0.04789886039886037
ebeDivide,0.0,0.0,0.0,0.05050505050505051,0.0,0.0,0.0,0.11458333333333337,0.2023809523809521,0.1037037037037038,0.10699588477366262,0.21333333333333282,0.08585858585858586,0.08585858585858586,0.1180555555555556,0.10935672514619883,0.0966183574879228,0.0,0.0,0.0987654320987656,0.0,0.0,0.09465020576131691,0.10526315789473684,0.0,0.13492063492063489,0.13492063492063489,0.0,0.04830917874396133,0.8425925925925958,0.8950617283950651,0.8425925925925958,0.8425925925925958,0.0590277777777778,0.10802469135802469,0.10802469135802469,0.0590277777777778,0.0,0.1091503267973855,0.09523809523809523,0.125925925925926,0.17708333333333318,0.07264957264957264,0.1180555555555556,0.10219017094017072,0.06746031746031746,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484836,0.0,0.06746031746031746,0.0,0.04894179894179894,0.05034722222222224,0.0,0.13492063492063489,0.07264957264957264,0.06296296296296294,0.0,0.1180555555555556,0.07264957264957264,0.05476699226699229,0.0,0.09909909909909898,0.09941520467836257,0.07870370370370369,0.09444444444444441,0.055555555555555525,0.0,0.05448051948051949,0.05076628352490425,0.04909560723514209,0.04629629629629628,0.09523809523809512,0.07264957264957264,0.0,0.0,0.0,0.0,0.04861111111111112,0.08585858585858586,0.04882154882154881,0.0,0.08585858585858586,0.0,0.06296296296296294,0.10526315789473684,0.09764309764309775,0.0,0.09846688794057203,0.1180555555555556,0.09523809523809523,0.11111111111111116,0.04789886039886037
ebeMultiply,0.0,0.0,0.0,0.05050505050505051,0.0,0.0,0.0,0.11458333333333337,0.2023809523809521,0.1037037037037038,0.10699588477366262,0.21333333333333282,0.08585858585858586,0.08585858585858586,0.1180555555555556,0.10935672514619883,0.0966183574879228,0.0,0.0,0.0987654320987656,0.0,0.0,0.09465020576131691,0.10526315789473684,0.0,0.13492063492063489,0.13492063492063489,0.0,0.04830917874396133,0.8425925925925958,0.8425925925925958,0.8950617283950651,0.8425925925925958,0.0590277777777778,0.10802469135802469,0.10802469135802469,0.0590277777777778,0.0,0.1091503267973855,0.09523809523809523,0.125925925925926,0.17708333333333318,0.07264957264957264,0.1180555555555556,0.10219017094017072,0.06746031746031746,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484836,0.0,0.06746031746031746,0.0,0.04894179894179894,0.05034722222222224,0.0,0.13492063492063489,0.07264957264957264,0.06296296296296294,0.0,0.1180555555555556,0.07264957264957264,0.05476699226699229,0.0,0.09909909909909898,0.09941520467836257,0.07870370370370369,0.09444444444444441,0.055555555555555525,0.0,0.05448051948051949,0.05076628352490425,0.04909560723514209,0.04629629629629628,0.09523809523809512,0.07264957264957264,0.0,0.0,0.0,0.0,0.04861111111111112,0.08585858585858586,0.04882154882154881,0.0,0.08585858585858586,0.0,0.06296296296296294,0.10526315789473684,0.09764309764309775,0.0,0.09846688794057203,0.1180555555555556,0.09523809523809523,0.11111111111111116,0.04789886039886037
ebeSubtract,0.0,0.0,0.0,0.05050505050505051,0.0,0.0,0.0,0.11458333333333337,0.2023809523809521,0.1037037037037038,0.10699588477366262,0.21333333333333282,0.08585858585858586,0.08585858585858586,0.1180555555555556,0.10935672514619883,0.0966183574879228,0.0,0.0,0.0987654320987656,0.0,0.0,0.09465020576131691,0.10526315789473684,0.0,0.13492063492063489,0.13492063492063489,0.0,0.04830917874396133,0.8425925925925958,0.8425925925925958,0.8425925925925958,0.8950617283950651,0.0590277777777778,0.10802469135802469,0.10802469135802469,0.0590277777777778,0.0,0.1091503267973855,0.09523809523809523,0.125925925925926,0.17708333333333318,0.07264957264957264,0.1180555555555556,0.10219017094017072,0.06746031746031746,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484836,0.0,0.06746031746031746,0.0,0.04894179894179894,0.05034722222222224,0.0,0.13492063492063489,0.07264957264957264,0.06296296296296294,0.0,0.1180555555555556,0.07264957264957264,0.05476699226699229,0.0,0.09909909909909898,0.09941520467836257,0.07870370370370369,0.09444444444444441,0.055555555555555525,0.0,0.05448051948051949,0.05076628352490425,0.04909560723514209,0.04629629629629628,0.09523809523809512,0.07264957264957264,0.0,0.0,0.0,0.0,0.04861111111111112,0.08585858585858586,0.04882154882154881,0.0,0.08585858585858586,0.0,0.06296296296296294,0.10526315789473684,0.09764309764309775,0.0,0.09846688794057203,0.1180555555555556,0.09523809523809523,0.11111111111111116,0.04789886039886037
elemtWise_equal,0.09375000000000001,0.0721153846153846,0.08522727272727272,0.0,0.0669642857142857,0.06830495356037153,0.05892857142857145,0.0,0.1339285714285714,0.0,0.0,0.06000000000000002,0.0,0.0,0.17994791666666668,0.0,0.05434782608695649,0.06101190476190478,0.08522727272727272,0.0,0.07812499999999999,0.08522727272727272,0.0,0.17763157894736847,0.08522727272727272,0.0,0.0,0.14423076923076922,0.0,0.0590277777777778,0.0590277777777778,0.0590277777777778,0.0590277777777778,0.8828125,0.3541666666666659,0.3541666666666659,0.82421875,0.0,0.0,0.05357142857142859,0.0,0.0,0.0,0.0,0.0,0.401785714285714,0.11250000000000006,0.06249999999999999,0.08522727272727272,0.05937500000000002,0.05965909090909088,0.08522727272727272,0.06249999999999999,0.08522727272727272,0.055397727272727244,0.14423076923076922,0.0,0.05592105263157893,0.06250000000000004,0.0,0.1171875,0.0,0.0,0.0,0.11111111111111115,0.0,0.0,0.0,0.0,0.0,0.0625000000000001,0.0,0.0,0.0,0.0721153846153846,0.0,0.0,0.0,0.0,0.0,0.14423076923076922,0.0568181818181818,0.08522727272727272,0.08522727272727272,0.05742521367521365,0.06250000000000003,0.0,0.0,0.08522727272727272,0.0,0.0,0.0,0.17763157894736847,0.0,0.0,0.0,0.0,0.05357142857142859,0.0625,0.0
elemtWise_max,0.09444444444444441,0.07264957264957264,0.08585858585858586,0.0,0.06746031746031746,0.06071551427588581,0.05238095238095236,0.0,0.13492063492063489,0.0,0.0,0.05333333333333334,0.0,0.0,0.17708333333333318,0.0,0.04830917874396131,0.05423280423280421,0.08585858585858586,0.0,0.07870370370370369,0.08585858585858586,0.0,0.21052631578947367,0.08585858585858586,0.0,0.0,0.14529914529914534,0.0,0.10802469135802469,0.10802469135802469,0.10802469135802469,0.10802469135802469,0.3541666666666659,0.8950617283950651,0.8425925925925958,0.3541666666666659,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.472222222222221,0.10555555555555558,0.06296296296296294,0.08585858585858586,0.05277777777777776,0.05303030303030306,0.08585858585858586,0.06296296296296294,0.08585858585858586,0.04924242424242427,0.14529914529914534,0.0,0.049707602339181284,0.04894179894179894,0.0,0.1180555555555556,0.0,0.0,0.0,0.10493827160493827,0.0,0.0,0.0,0.0,0.0,0.049707602339181284,0.0,0.0,0.0,0.07264957264957264,0.0,0.0,0.0,0.0,0.0,0.14529914529914534,0.10101010101010106,0.08585858585858586,0.08585858585858586,0.051044634377967704,0.04861111111111112,0.0,0.0,0.08585858585858586,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.047619047619047616,0.055555555555555566,0.0
elemtWise_min,0.09444444444444441,0.07264957264957264,0.08585858585858586,0.0,0.06746031746031746,0.06071551427588581,0.05238095238095236,0.0,0.13492063492063489,0.0,0.0,0.05333333333333334,0.0,0.0,0.17708333333333318,0.0,0.04830917874396131,0.05423280423280421,0.08585858585858586,0.0,0.07870370370370369,0.08585858585858586,0.0,0.21052631578947367,0.08585858585858586,0.0,0.0,0.14529914529914534,0.0,0.10802469135802469,0.10802469135802469,0.10802469135802469,0.10802469135802469,0.3541666666666659,0.8425925925925958,0.8950617283950651,0.3541666666666659,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.472222222222221,0.10555555555555558,0.06296296296296294,0.08585858585858586,0.05277777777777776,0.05303030303030306,0.08585858585858586,0.06296296296296294,0.08585858585858586,0.04924242424242427,0.14529914529914534,0.0,0.049707602339181284,0.04894179894179894,0.0,0.1180555555555556,0.0,0.0,0.0,0.10493827160493827,0.0,0.0,0.0,0.0,0.0,0.049707602339181284,0.0,0.0,0.0,0.07264957264957264,0.0,0.0,0.0,0.0,0.0,0.14529914529914534,0.10101010101010106,0.08585858585858586,0.08585858585858586,0.051044634377967704,0.04861111111111112,0.0,0.0,0.08585858585858586,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.047619047619047616,0.055555555555555566,0.0
elemtWise_not_eq,0.09375000000000001,0.0721153846153846,0.08522727272727272,0.0,0.0669642857142857,0.06830495356037153,0.05892857142857145,0.0,0.1339285714285714,0.0,0.0,0.06000000000000002,0.0,0.0,0.17994791666666668,0.0,0.05434782608695649,0.06101190476190478,0.08522727272727272,0.0,0.07812499999999999,0.08522727272727272,0.0,0.17763157894736847,0.08522727272727272,0.0,0.0,0.14423076923076922,0.0,0.0590277777777778,0.0590277777777778,0.0590277777777778,0.0590277777777778,0.82421875,0.3541666666666659,0.3541666666666659,0.8828125,0.0,0.0,0.05357142857142859,0.0,0.0,0.0,0.0,0.0,0.401785714285714,0.11250000000000006,0.06249999999999999,0.08522727272727272,0.05937500000000002,0.05965909090909088,0.08522727272727272,0.06249999999999999,0.08522727272727272,0.055397727272727244,0.14423076923076922,0.0,0.05592105263157893,0.06250000000000004,0.0,0.1171875,0.0,0.0,0.0,0.11111111111111115,0.0,0.0,0.0,0.0,0.0,0.0625000000000001,0.0,0.0,0.0,0.0721153846153846,0.0,0.0,0.0,0.0,0.0,0.14423076923076922,0.0568181818181818,0.08522727272727272,0.08522727272727272,0.05742521367521365,0.06250000000000003,0.0,0.0,0.08522727272727272,0.0,0.0,0.0,0.17763157894736847,0.0,0.0,0.0,0.0,0.05357142857142859,0.0625,0.0
entropy,0.0,0.0,0.07744107744107742,0.0,0.06084656084656084,0.0,0.0,0.0,0.0,0.0,0.03155006858710561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06084656084656084,0.06084656084656084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7475994513031504,0.0,0.0,0.05679012345679014,0.0,0.0,0.0,0.03406339031339029,0.0,0.0425925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011396011396011397,0.06084656084656084,0.0,0.06525573192239859,0.0,0.053240740740740713,0.06084656084656084,0.0,0.0,0.0,0.053240740740740713,0.0,0.0,0.0,0.066066066066066,0.0,0.07098765432098765,0.0,0.0,0.06552706552706554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06481481481481488,0.0,0.13019079685746324,0.0,0.07744107744107742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equals,0.0,0.0,0.0,0.04465240641711229,0.0,0.0,0.0,0.05778546712802767,0.1403361344537814,0.06549019607843139,0.07276688453159039,0.07858823529411757,0.08930481283422458,0.08930481283422458,0.0,0.09823529411764709,0.04968944099378873,0.0,0.0,0.050793650793650745,0.0,0.0,0.07276688453159039,0.10340557275541801,0.0,0.1403361344537814,0.1403361344537814,0.0,0.042710997442455254,0.1091503267973855,0.1091503267973855,0.1091503267973855,0.1091503267973855,0.0,0.0,0.0,0.0,0.0,0.9658823529411736,0.09355742296918758,0.13098039215686277,0.12279411764705864,0.15113122171945706,0.12279411764705864,0.052554945054944936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05064935064935066,0.0,0.07016806722689076,0.0,0.025170068027210883,0.03069852941176471,0.0,0.1403361344537814,0.07556561085972852,0.06549019607843137,0.0,0.12279411764705864,0.07556561085972852,0.0281658817373103,0.0,0.050965250965250904,0.05112781954887209,0.08186274509803923,0.0982352941176471,0.042710997442455254,0.07556561085972852,0.028018552875695758,0.02610837438423648,0.02524916943521593,0.040931372549019615,0.0701680672268907,0.0,0.0,0.0,0.0,0.0,0.025000000000000022,0.08930481283422458,0.029768270944741538,0.0,0.08930481283422458,0.0,0.06549019607843137,0.10340557275541801,0.05953654188948314,0.0,0.050640113798008486,0.12279411764705864,0.09355742296918758,0.11557093425605523,0.024633699633699647
errorRate,0.0,0.0,0.0,0.0432900432900433,0.0,0.0,0.0,0.05042016806722687,0.1836734693877552,0.08888888888888884,0.13756613756613756,0.09142857142857147,0.07792207792207793,0.07792207792207793,0.0,0.09323308270676695,0.20703933747411987,0.0,0.0,0.16931216931216975,0.0,0.0,0.08112874779541446,0.0,0.0,0.24489795918367363,0.24489795918367363,0.0,0.12422360248447202,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.05357142857142859,0.047619047619047616,0.047619047619047616,0.05357142857142859,0.0,0.09355742296918758,0.7551020408163298,0.17142857142857135,0.10714285714285722,0.06593406593406594,0.10714285714285722,0.08759157509157493,0.06122448979591834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21103896103896058,0.0,0.06122448979591834,0.0,0.08390022675736968,0.08630952380952377,0.0,0.1836734693877552,0.06593406593406594,0.11428571428571435,0.0,0.21428571428571405,0.06593406593406594,0.04694313622885052,0.0,0.12741312741312774,0.21303258145363407,0.07142857142857142,0.08571428571428569,0.04761904761904761,0.0,0.04669758812615953,0.13054187192118213,0.1262458471760796,0.0793650793650793,0.1632653061224491,0.06593406593406594,0.0,0.0,0.0,0.0,0.08333333333333331,0.07792207792207793,0.04184704184704184,0.0,0.07792207792207793,0.0,0.11428571428571435,0.0,0.16738816738816717,0.0,0.16880037932669553,0.10714285714285722,0.21088435374149694,0.25210084033613406,0.04105616605616606
euc_Dist,0.0,0.0,0.07878787878787877,0.06060606060606059,0.0,0.0,0.0,0.06617647058823528,0.1333333333333333,0.12444444444444445,0.25679012345678975,0.12799999999999995,0.07878787878787877,0.07878787878787877,0.0,0.13122807017543853,0.182608695652174,0.0,0.0,0.17777777777777798,0.0,0.0,0.11358024691358015,0.0,0.0,0.3904761904761902,0.3809523809523807,0.0,0.1159420289855073,0.125925925925926,0.125925925925926,0.125925925925926,0.125925925925926,0.0,0.0,0.0,0.0,0.05679012345679014,0.13098039215686277,0.17142857142857135,0.7688888888888892,0.12499999999999999,0.06666666666666668,0.11666666666666665,0.1839423076923075,0.009523809523809523,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18484848484848512,0.0,0.061904761904761886,0.0,0.058730158730158764,0.06041666666666666,0.05833333333333333,0.3904761904761902,0.06666666666666668,0.05777777777777778,0.0,0.29166666666666685,0.06666666666666668,0.13144078144078145,0.0,0.2972972972972973,0.17894736842105213,0.07222222222222222,0.08666666666666667,0.0666666666666667,0.06666666666666668,0.06537662337662341,0.12183908045976977,0.11782945736434108,0.11111111111111115,0.17142857142857137,0.0,0.0,0.0,0.0,0.0,0.058333333333333286,0.07878787878787877,0.11717171717171714,0.0,0.07878787878787877,0.0,0.05777777777777778,0.0,0.17575757575757606,0.0,0.17724039829303007,0.10833333333333332,0.18095238095238084,0.17647058823529393,0.057478632478632496
evalNewton,0.0,0.0,0.0,0.17045454545454536,0.0,0.0,0.0,0.06204044117647059,0.1339285714285714,0.11666666666666682,0.12037037037037024,0.1800000000000001,0.08522727272727272,0.08522727272727272,0.05859375,0.18453947368421053,0.10869565217391321,0.0,0.0,0.11111111111111095,0.0,0.0,0.15972222222222224,0.05921052631578945,0.0,0.1339285714285714,0.1339285714285714,0.0,0.0543478260869565,0.17708333333333318,0.17708333333333318,0.17708333333333318,0.17708333333333318,0.0,0.0,0.0,0.0,0.0,0.12279411764705864,0.10714285714285722,0.12499999999999999,0.8828125,0.0721153846153846,0.17578125,0.1724459134615384,0.0,0.0,0.0,0.0,0.0,0.05965909090909088,0.0,0.0,0.0,0.11079545454545447,0.0,0.0669642857142857,0.0,0.05505952380952385,0.056640625,0.0,0.1339285714285714,0.0721153846153846,0.06249999999999999,0.0,0.1171875,0.0721153846153846,0.06161286630036631,0.0,0.11148648648648633,0.11184210526315815,0.07812499999999999,0.09375000000000001,0.06249999999999997,0.0,0.0612905844155844,0.05711206896551728,0.05523255813953491,0.052083333333333315,0.10714285714285723,0.0,0.0,0.0,0.0,0.05742521367521365,0.05468750000000003,0.08522727272727272,0.05492424242424239,0.0,0.08522727272727272,0.0,0.12499999999999999,0.05921052631578945,0.10984848484848476,0.0,0.11077524893314357,0.1171875,0.10714285714285722,0.10294117647058824,0.05388621794871797
evaluateHoners,0.0,0.0,0.0,0.06993006993006995,0.0,0.0,0.0,0.0763574660633484,0.07142857142857142,0.07179487179487179,0.07407407407407407,0.07384615384615383,0.08391608391608392,0.08391608391608392,0.0,0.07570850202429147,0.06688963210702338,0.0,0.0,0.06837606837606838,0.0,0.0,0.13105413105413097,0.0,0.0,0.06593406593406594,0.06593406593406594,0.0,0.0668896321070234,0.07264957264957264,0.07264957264957264,0.07264957264957264,0.07264957264957264,0.0,0.0,0.0,0.0,0.0,0.15113122171945706,0.06593406593406594,0.06666666666666668,0.0721153846153846,0.8579881656804742,0.06730769230769229,0.07074704142011837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181823,0.0,0.06593406593406594,0.0,0.06776556776556776,0.2091346153846152,0.0,0.06593406593406594,0.07692307692307694,0.21025641025641037,0.0,0.06730769230769229,0.07692307692307694,0.07583122006198932,0.0,0.06860706860706861,0.06882591093117406,0.07692307692307693,0.09230769230769231,0.30769230769230754,0.07692307692307694,0.07543456543456543,0.07029177718832896,0.06797853309481214,0.06410256410256412,0.06593406593406591,0.0,0.0,0.0,0.0,0.0,0.06730769230769229,0.08391608391608392,0.06759906759906759,0.0,0.08391608391608392,0.0,0.06666666666666668,0.0,0.06759906759906759,0.0,0.06816938395885765,0.18750000000000008,0.06593406593406594,0.06334841628959276,0.06632149901380675
evalWeightedProd,0.0,0.0,0.0,0.11363636363636358,0.0,0.0,0.0,0.06204044117647059,0.12499999999999996,0.11666666666666682,0.12037037037037024,0.12000000000000006,0.07954545454545454,0.07954545454545454,0.0,0.12302631578947364,0.10869565217391321,0.0,0.0,0.11111111111111095,0.0,0.0,0.10648148148148137,0.0,0.0,0.12499999999999996,0.12499999999999996,0.0,0.0543478260869565,0.1180555555555556,0.1180555555555556,0.1180555555555556,0.1180555555555556,0.0,0.0,0.0,0.0,0.0,0.12279411764705864,0.10714285714285722,0.11666666666666665,0.1640625,0.06730769230769229,0.78125,0.11496394230769227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11079545454545447,0.0,0.06249999999999998,0.0,0.05505952380952385,0.056640625,0.0,0.12499999999999996,0.06730769230769229,0.05833333333333333,0.0,0.109375,0.06730769230769229,0.06161286630036631,0.07291666666666666,0.11148648648648633,0.11184210526315815,0.07291666666666666,0.08750000000000001,0.06249999999999997,0.0,0.0612905844155844,0.05711206896551728,0.05523255813953491,0.052083333333333315,0.10714285714285723,0.0,0.0,0.0,0.0,0.0,0.05468750000000003,0.07954545454545454,0.05492424242424239,0.0,0.07954545454545454,0.0,0.05833333333333333,0.0,0.10984848484848476,0.0,0.11077524893314357,0.109375,0.10714285714285722,0.10294117647058824,0.05388621794871797
eval_Internal,0.0,0.0,0.0836101398601398,0.12541520979021026,0.0,0.0,0.0,0.0541006787330316,0.13138736263736248,0.09197115384615374,0.1021901709401711,0.07357692307692312,0.0836101398601398,0.0836101398601398,0.0,0.13795673076923076,0.039987458193980016,0.0,0.0,0.05109508547008536,0.0,0.0,0.06812678062678072,0.0,0.0,0.19708104395604356,0.19708104395604356,0.0,0.039987458193979954,0.10219017094017072,0.10219017094017072,0.10219017094017072,0.10219017094017072,0.0,0.0,0.0,0.0,0.03406339031339029,0.052554945054944936,0.08759157509157493,0.1839423076923075,0.1724459134615384,0.07074704142011837,0.11496394230769227,0.8546583764793014,0.0,0.04598557692307689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180506993007001,0.0,0.06569368131868138,0.0,0.021897893772893764,0.028740985576923075,0.05748197115384615,0.19708104395604356,0.07074704142011837,0.06131410256410265,0.0,0.1724459134615384,0.07074704142011837,0.0701574827416172,0.0,0.07457120582120602,0.03227058029689615,0.0766426282051282,0.09197115384615379,0.039987458193979954,0.07074704142011837,0.015086913086913093,0.01585709549071619,0.021388640429338125,0.0383213141025641,0.06569368131868124,0.0,0.0,0.0,0.0,0.0,0.022992788461538446,0.0836101398601398,0.05574009324009321,0.0,0.0836101398601398,0.0,0.12262820512820503,0.0,0.05574009324009321,0.0,0.04840587044534406,0.11496394230769227,0.08759157509157493,0.10820135746606309,0.022992788461538446
find_diff,0.09285714285714287,0.14285714285714282,0.08441558441558443,0.0,0.06632653061224489,0.07806280406899602,0.0673469387755102,0.0,0.20408163265306137,0.0,0.0,0.06857142857142859,0.0,0.0,0.2098214285714287,0.0,0.0714285714285715,0.06972789115646259,0.08441558441558443,0.0,0.07738095238095238,0.08441558441558443,0.0,0.20300751879699247,0.08441558441558443,0.00510204081632653,0.00510204081632653,0.14285714285714282,0.0,0.06746031746031746,0.06746031746031746,0.06746031746031746,0.06746031746031746,0.401785714285714,0.472222222222221,0.472222222222221,0.401785714285714,0.0,0.0,0.06122448979591834,0.009523809523809523,0.0,0.0,0.0,0.0,0.8673469387755071,0.1285714285714286,0.061904761904761886,0.08441558441558443,0.06785714285714287,0.06818181818181819,0.08441558441558443,0.061904761904761886,0.08441558441558443,0.07142857142857144,0.14285714285714282,0.0,0.06390977443609022,0.06292517006802723,0.0,0.12499999999999996,0.00510204081632653,0.0,0.0,0.12698412698412698,0.0,0.0,0.0,0.0,0.0,0.06390977443609022,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714282,0.06493506493506494,0.08441558441558443,0.08441558441558443,0.0656288156288156,0.06250000000000001,0.0,0.0,0.08441558441558443,0.0,0.0,0.0,0.20300751879699247,0.0,0.0,0.0,0.0,0.06122448979591834,0.0588235294117647,0.0
find_euc_Dist,0.09000000000000005,0.06923076923076923,0.16363636363636366,0.0,0.0642857142857143,0.047368421052631594,0.047142857142857174,0.0,0.0,0.0,0.04814814814814816,0.0,0.0,0.0,0.11250000000000006,0.0,0.0,0.04880952380952382,0.08181818181818183,0.0,0.075,0.08181818181818183,0.0,0.0947368421052631,0.08181818181818183,0.0642857142857143,0.0642857142857143,0.1384615384615384,0.0,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.11250000000000006,0.10555555555555558,0.10555555555555558,0.11250000000000006,0.0425925925925926,0.0,0.0,0.060000000000000005,0.0,0.0,0.0,0.04598557692307689,0.1285714285714286,0.8199999999999935,0.060000000000000005,0.08181818181818183,0.045000000000000026,0.047727272727272736,0.08181818181818183,0.060000000000000005,0.08181818181818183,0.0,0.1384615384615384,0.0,0.047368421052631594,0.0,0.0,0.3937499999999991,0.0642857142857143,0.0,0.0,0.10000000000000002,0.056250000000000015,0.0,0.0,0.0,0.0445945945945946,0.0,0.0,0.0,0.0,0.1384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.04545454545454546,0.08181818181818183,0.08181818181818183,0.045940170940170943,0.0,0.0,0.04393939393939396,0.08181818181818183,0.0,0.0,0.0,0.0947368421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find_magnitude,0.08666666666666667,0.06666666666666668,0.1575757575757576,0.0,0.1857142857142858,0.07285861713106295,0.06285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06527777777777778,0.0,0.0,0.06507936507936508,0.07878787878787877,0.0,0.07222222222222222,0.07878787878787877,0.0,0.06315789473684208,0.07878787878787877,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.06249999999999999,0.06296296296296294,0.06296296296296294,0.06249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061904761904761886,0.060000000000000005,0.7688888888888892,0.07878787878787877,0.06333333333333334,0.06363636363636369,0.07878787878787877,0.11555555555555556,0.07878787878787877,0.0,0.2000000000000001,0.061904761904761886,0.05964912280701752,0.0,0.0,0.05833333333333333,0.0,0.0,0.0,0.11851851851851858,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.06060606060606059,0.07878787878787877,0.07878787878787877,0.06125356125356123,0.0,0.0,0.0,0.07878787878787877,0.07878787878787877,0.0,0.0,0.06315789473684208,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
